TIME,Tank Level,S1 Input PT,S1 Output PT,S1 Output Flow,Temperature
7/15/2020 0:51,4.599212121,1.68,51.04,270.57,55.52
7/15/2020 0:51,4.373181818,1.57,51.04,270.53,55.52
7/15/2020 0:51,4.147151515,1.46,51.04,270.56,55.52
7/15/2020 0:51,3.921121212,1.35,51.04,270.01,55.52
7/15/2020 0:51,3.695090909,1.24,51.04,270.59,55.52
7/15/2020 0:51,3.469060606,1.13,51.04,270.48,55.52
7/15/2020 0:51,3.9,1.45,51.04,270.48,55.52
7/15/2020 0:51,4,2,51.03,270.07,55.515
7/15/2020 0:52,4.320626263,2.396666667,51.08,270.04,55.54
7/15/2020 0:52,4.58609596,2.831666667,51.09,270.06,55.545
7/15/2020 0:52,4.851565657,3.266666667,51.09,270.06,55.545
7/15/2020 0:52,5.117035354,3.701666667,51.09,270.55,55.545
7/15/2020 0:52,5.382505051,4.136666667,51.09,259.87,55.545
7/15/2020 0:52,5.647974747,4.571666667,51.09,253.92,55.545
7/15/2020 0:52,5.913444444,5.006666667,51.09,229.96,55.545
7/15/2020 0:52,6.178914141,5.441666667,51.09,210.21,55.545
7/15/2020 0:52,6.444383838,5.876666667,51.09,202.5,55.545
7/15/2020 0:52,6.709853535,6.311666667,55.06,179.47,57.53
7/15/2020 0:52,7.5,5,56.24,175.89,58.12
7/15/2020 0:52,7.5,5,59.12,169.9,59.56
7/15/2020 0:53,7.5,5,60.37,189.18,60.185
7/15/2020 0:53,7.5,5,56.98,200.76,58.49
7/15/2020 0:53,7.5,5,54.39,209.82,57.195
7/15/2020 0:53,7.5,5,53.09,249.96,56.545
7/15/2020 0:53,7.5,5,51.09,270.71,55.545
7/15/2020 0:53,7.5,5,51.09,270.05,55.545
7/15/2020 1:03,7.53,4.94,51.04,270.16,55.52
7/15/2020 1:03,7.535,4.93,51.04,270.7,55.52
7/15/2020 1:03,7.535,4.93,50,270.7,55
7/15/2020 1:03,7.535,4.93,49.12,270.29,54.56
7/15/2020 1:03,7.525,4.95,48.13333333,270.2,54.06666667
7/15/2020 1:03,7.52,4.96,47.17333333,270.43,53.58666667
7/15/2020 1:04,7.52,4.96,46.21333333,270.54,53.10666667
7/15/2020 1:04,7.52,4.96,45.25333333,270.54,52.62666667
7/15/2020 1:04,7.51,4.98,44.29333333,270.39,52.14666667
7/15/2020 1:04,7.5,5,43.33333333,281,51.66666667
7/15/2020 1:04,7.485,5.03,42.37333333,273,51.18666667
7/15/2020 1:04,7.485,5.03,41.41333333,270.22,50.70666667
7/15/2020 1:04,7.475,5.05,40.45333333,270.24,50.22666667
7/15/2020 1:04,7.475,5.05,39.49333333,270.65,49.74666667
7/15/2020 1:04,7.475,5.05,38.53333333,270.65,49.26666667
7/15/2020 1:04,7.46,5.08,37.57333333,270.49,48.78666667
7/15/2020 1:04,7.46,5.08,36.61333333,270.41,48.30666667
7/15/2020 1:04,7.42,5.16,35.65333333,270.51,47.82666667
7/15/2020 1:05,7.42,5.16,34.69333333,270.51,47.34666667
7/15/2020 1:05,7.375,5.25,33.73333333,270.18,46.86666667
7/15/2020 1:05,7.375,5.25,32.77333333,270.41,46.38666667
7/15/2020 1:05,7.37,5.26,34,270.21,47
7/15/2020 1:05,7.75,4.5,38.03,260.31,49.015
7/15/2020 1:05,7.75,4.5,30.03,250.52,45.015
7/15/2020 1:05,7.75,4.5,27.03,240.32,43.515
7/15/2020 1:05,7.75,4.5,25.03,230.33,42.515
7/15/2020 1:05,7.75,4.5,22.03,220.33,41.015
7/15/2020 1:05,7.75,4.5,25.03,240.34,42.515
7/15/2020 1:05,7.75,4.5,35.03,250.34,47.515
7/15/2020 1:05,7.75,4.5,40.03,260.41,50.015
7/15/2020 1:06,7.75,4.5,45.03,265.41,52.515
7/15/2020 1:06,7.385,5.23,51.05,270.53,55.525
7/15/2020 1:06,7.395,5.21,51.05,270.57,55.525
7/15/2020 1:06,7.395,5.21,51.05,270.57,55.525
7/15/2020 1:06,7.41,5.18,51.05,270.27,55.525
7/15/2020 1:06,7.41,5.18,51.05,270.17,55.525
7/15/2020 1:06,7.42,5.16,51.05,270.45,55.525
7/15/2020 1:06,7.42,5.16,51.05,270.45,55.525
7/15/2020 1:06,7.425,5.15,51.05,270.57,55.525
7/18/2020 0:57,7.755,4.49,50.96,250.96,55.48
7/18/2020 0:57,7.755,4.49,60.96,290.96,60.48
7/18/2020 0:57,7.75,4.5,70.96,330.96,65.48
7/18/2020 0:58,7.75,4.5,80.96,370.96,70.48
7/18/2020 0:58,7.75,4.5,90.96,410.96,75.48
7/18/2020 0:58,7.755,4.49,92.96,420.96,76.48
7/18/2020 0:58,7.755,4.49,80.96,390.96,70.48
7/18/2020 0:58,7.755,4.49,60.96,360.96,60.48
7/18/2020 0:58,7.755,4.49,40.96,330.96,50.48
7/16/2020 3:58,7.755,4.49,50.58,250.2,55.29
7/16/2020 3:58,7.755,4.49,65.76,290.2,62.88
7/16/2020 3:58,7.75,4.5,75.92,330.2,67.96
7/16/2020 3:58,7.75,4.5,86.08,370.2,73.04
7/16/2020 3:58,7.75,4.5,93.08,400,76.54
7/16/2020 3:58,7.755,4.49,85.22,350,72.61
7/16/2020 3:58,7.75,4.5,65,310,62.5
7/16/2020 3:59,7.75,4.5,45,270,52.5
7/17/2020 15:50,6.675,6.65,47.66,250.12,53.83
7/17/2020 15:50,6.9,6.65,57.66,290.97,58.83
7/17/2020 15:50,7,6.65,69.66,331.82,64.83
7/17/2020 15:50,7.5,6.65,73.66,372.67,66.83
7/17/2020 15:50,7.2,6.65,90.66,400.25,75.33
7/17/2020 15:50,6.9,6.65,86.66,350.26,73.33
7/17/2020 15:51,6.6,6.65,71.66,300.27,65.83
7/17/2020 15:51,6.5,6.65,51.66,260.16,55.83
7/16/2020 23:10,7.495,5.01,55.72,240.93,57.86
7/16/2020 23:10,7.495,5.01,65.72,270.89,62.86
7/16/2020 23:11,7.495,5.01,75.72,300.89,67.86
7/16/2020 23:11,7.495,5.01,85.72,350.83,72.86
7/16/2020 23:11,7.485,5.03,95.72,420.97,77.86
7/16/2020 23:11,7.485,5.03,85.72,400.77,72.86
7/16/2020 23:11,7.485,5.03,75.72,340.77,67.86
7/16/2020 23:11,7.485,5.03,65.72,280.68,62.86
7/16/2020 23:11,7.485,5.03,55.72,250.79,57.86
7/17/2020 6:23,7.5,5,45.36,219.97,52.68
7/17/2020 6:23,7.5,5,45.36,219.97,52.68
7/17/2020 6:23,7.5,5,45.36,219.78,52.68
7/17/2020 6:23,7.5,5,45.36,219.83,52.68
7/17/2020 6:23,7.495,5.01,50.5,219.59,55.25
7/17/2020 6:23,7.505,4.99,58,219.83,59
7/17/2020 6:23,7.505,4.99,70,220.07,65
7/17/2020 6:23,7.505,4.99,79,220.07,69.5
7/17/2020 6:23,7.5,5,88.75,219.83,74.375
7/17/2020 6:23,7.5,5,98.5,219.71,79.25
7/17/2020 6:23,7.5,5,70,219.68,65
7/17/2020 6:23,7.5,5,50,219.68,55
7/17/2020 6:24,7.5,5,45.36,219.58,52.68
7/17/2020 6:24,7.5,5,45.36,219.97,52.68
7/17/2020 6:24,7.5,5,45.36,219.8,52.68
7/17/2020 6:24,7.5,5,45.36,219.8,52.68
7/16/2020 23:13,7.485,5.03,45.71,218.94,52.855
7/16/2020 23:13,7.485,5.03,45.71,218.94,52.855
7/16/2020 23:13,7.495,5.01,45.71,218.58,52.855
7/16/2020 23:13,7.48,5.04,45.71,218.73,52.855
7/16/2020 23:13,7.48,5.04,45.71,218.73,52.855
7/16/2020 23:13,7.445,5.11,40,218.87,50
7/16/2020 23:13,7.455,5.09,34.29,218.75,47.145
7/16/2020 23:14,7.46,5.08,28.58,219.06,44.29
7/16/2020 23:14,7.46,5.08,22.87,219.06,41.435
7/16/2020 23:14,7.475,5.05,30,218.75,45
7/16/2020 23:14,7.475,5.05,37.13,218.84,48.565
7/16/2020 23:14,7.485,5.03,44.26,218.65,52.13
7/16/2020 23:14,7.485,5.03,45.71,218.91,52.855
7/16/2020 23:14,7.485,5.03,45.71,218.91,52.855
7/16/2020 23:14,7.49,5.02,45.71,218.67,52.855
7/16/2020 23:14,7.49,5.02,45.71,218.83,52.855
7/16/2020 23:14,7.49,5.02,45.71,218.8,52.855
7/16/2020 23:14,7.485,5.03,45.71,218.79,52.855
7/17/2020 5:23,7.5,5,45.33,220.13,52.665
7/17/2020 5:23,7.5,5,45.33,220.05,52.665
7/17/2020 5:23,7.5,5,45.33,219.95,52.665
7/17/2020 5:23,7.51,4.98,45.33,220.01,52.665
7/17/2020 5:23,7.51,4.98,45.33,220.01,52.665
7/17/2020 5:23,7,4.98,45.33,220.15,52.665
7/17/2020 5:24,6.5,3.5,45.33,219.88,52.665
7/17/2020 5:24,6,2.02,45.33,220.07,52.665
7/17/2020 5:24,5.5,0.54,45.33,219.93,52.665
7/17/2020 5:24,5,1.5,45.33,219.93,52.665
7/17/2020 5:24,4.5,2.46,45.33,220.12,52.665
7/17/2020 5:24,4,3.42,45.33,219.93,52.665
7/17/2020 5:24,3.5,4.38,45.33,220.09,52.665
7/17/2020 5:24,3,4.99,45.33,220.01,52.665
7/17/2020 5:24,2.5,4.99,45.33,219.84,52.665
7/17/2020 5:24,4,4.99,45.33,219.84,52.665
7/17/2020 5:24,4.5,4.99,45.33,220.14,52.665
7/17/2020 5:24,5,4.99,45.33,220.22,52.665
7/17/2020 5:25,5.5,4.99,45.33,220.21,52.665
7/17/2020 5:25,6,4.99,45.33,220.21,52.665
7/17/2020 5:25,6.5,5.01,45.32,220.1,52.66
7/17/2020 5:25,7.495,5.01,45.32,219.9,52.66
7/17/2020 5:25,7.505,4.99,45.33,220.28,52.665
7/17/2020 5:25,7.5,5,45.33,220.24,52.665
7/17/2020 5:25,7.5,5,45.33,220.24,52.665
7/17/2020 5:25,7.5,5,45.33,220.01,52.665
7/17/2020 5:33,7.5,5,45.31,220.28,52.655
7/17/2020 5:33,7.5,5,45.31,220.34,52.655
7/17/2020 5:33,7.5,5,45.31,220.18,52.655
7/17/2020 5:33,7.5,5,45.31,220.18,52.655
7/17/2020 5:33,7.5,5,60,300,60
7/17/2020 5:33,7.5,5,74.69,379.82,67.345
7/17/2020 5:33,7.5,5,89.38,459.64,74.69
7/17/2020 5:34,7.5,5,90,400,75
7/17/2020 5:34,7.5,5,90,370.5,75
7/17/2020 5:34,7.5,5,75.93,341,67.965
7/17/2020 5:34,7.5,5,61.86,311.5,60.93
7/17/2020 5:34,7.5,5,47.79,282,53.895
7/17/2020 5:34,7.5,5,45.31,252.5,52.655
7/17/2020 5:34,7.505,4.99,45.31,219.99,52.655
7/17/2020 5:34,7.505,4.99,45.31,220.29,52.655
7/17/2020 5:34,7.505,4.99,45.31,220.32,52.655
7/17/2020 5:34,7.505,4.99,45.31,220.32,52.655
7/17/2020 5:44,7.5,5,45.32,220.17,52.66
7/17/2020 5:44,7.5,5,45.32,220.19,52.66
7/17/2020 5:45,7.51,4.98,45.32,220.29,52.66
7/17/2020 5:45,7.5,5,45.32,220.14,52.66
7/17/2020 5:45,7.5,5,60,250,60
7/17/2020 5:45,7.5,5,74.68,279.86,67.34
7/17/2020 5:45,7.5,5,89.36,309.72,74.68
7/17/2020 5:45,7.5,5,90,339.58,75
7/17/2020 5:45,7.5,5,80.5,369.44,70.25
7/17/2020 5:45,7.5,5,71,399.3,65.5
7/17/2020 5:45,7.5,5,61.5,429.16,60.75
7/17/2020 5:45,7.505,4.99,52,300.5,56
7/17/2020 5:45,7.5,5,45.32,220.22,52.66
7/17/2020 5:45,7.5,5,45.32,220.22,52.66
7/17/2020 5:46,7.5,5,45.32,220.1,52.66
7/17/2020 5:46,7.5,5,45.32,220.15,52.66
7/17/2020 5:46,7.49,5.02,45.32,220.16,52.66
7/17/2020 5:46,7.49,5.02,45.32,219.76,52.66
7/17/2020 5:46,7.5,5,45.32,220.14,52.66
7/17/2020 5:46,7.5,5,45.32,220.18,52.66
7/17/2020 5:46,7.5,5,55,250.5,57.5
7/17/2020 5:46,7.495,5.01,64.68,280.82,62.34
7/17/2020 5:46,7.495,5.01,74.36,311.14,67.18
7/17/2020 5:47,7.5,5,84.04,341.46,72.02
7/17/2020 5:47,7.5,5,80,371.78,70
7/17/2020 5:47,7.5,5,75.96,402.1,67.98
7/17/2020 5:47,7.5,5,71.92,300.5,65.96
7/17/2020 5:47,7.5,5,67.88,198.9,63.94
7/17/2020 5:47,7.5,5,45.33,219.75,52.665
7/17/2020 5:47,7.5,5,45.33,219.75,52.665
7/17/2020 5:47,7.505,4.99,45.33,219.75,52.665
7/17/2020 5:47,7.505,4.99,45.33,220.03,52.665
7/17/2020 5:47,7.505,4.99,45.33,220.05,52.665
7/15/2020 3:43,6.685,4.815,48.31,6.63,54.155
7/15/2020 3:43,6.485,3.768333333,48.31,9.17,54.155
7/15/2020 3:43,5.85,2.833333333,48.31,4.89,54.155
7/15/2020 3:43,5.215,1.798333333,48.31,9.73,54.155
7/15/2020 3:43,4.58,1.698333333,48.31,9.73,54.155
7/15/2020 3:43,3.945,1.598333333,48.31,7.89,54.155
7/15/2020 3:44,2.9,1.498333333,48.31,10.37,54.155
7/15/2020 3:44,3.945,1.398333333,48.31,10.59,54.155
7/15/2020 3:44,4.58,1.298333333,48.31,10.59,54.155
7/15/2020 3:44,5.215,1.498333333,48.31,9.79,54.155
7/15/2020 3:44,5.85,1.698333333,48.31,10.02,54.155
7/15/2020 3:44,6.485,2.833333333,48.31,9.58,54.155
7/15/2020 3:44,7.12,3.968333333,48.31,9.32,54.155
7/15/2020 3:44,5.34,5.103333333,48.31,9.32,54.155
7/17/2020 10:55,7.5,5,43.91,224.24,51.955
7/17/2020 10:55,7.5,5,43.91,224.24,51.955
7/17/2020 10:55,7.5,5,43.91,224.45,51.955
7/17/2020 10:55,7.5,5,43.91,224.48,51.955
7/17/2020 10:55,7.495,5.01,50,270,55
7/17/2020 10:55,7.505,4.99,56.09,315.52,58.045
7/17/2020 10:55,7.505,4.99,62.18,361.04,61.09
7/17/2020 10:55,7.5,5,68.27,406.56,64.135
7/17/2020 10:55,7.5,5,74.36,452.08,67.18
7/17/2020 10:55,7.5,5,80.45,375,70.225
7/17/2020 10:56,7.5,5,86.54,297.92,73.27
7/17/2020 10:56,7.5,5,76,220.84,68
7/17/2020 10:56,7.5,5,65.46,224.43,62.73
7/17/2020 10:56,7.505,4.99,54.92,224.46,57.46
7/17/2020 10:56,7.505,4.99,43.9,224.57,51.95
7/17/2020 10:56,7.505,4.99,43.9,224.48,51.95
7/17/2020 10:56,7.495,5.01,43.9,224.25,51.95
7/17/2020 10:56,7.5,5,43.9,224.4,51.95
7/15/2020 6:43,7.745,4.39,50.28,270.46,55.14
7/15/2020 6:43,7.45,4.25,50.28,270.46,55.14
7/15/2020 6:43,6.155,3.996666667,50.28,270.39,55.14
7/15/2020 6:43,5.86,3.714666667,50.28,270.52,55.14
7/15/2020 6:43,5.565,3.146666667,50.28,270.52,55.14
7/15/2020 6:43,4.75,2.769333333,50.28,270.64,55.14
7/15/2020 6:43,3.35,2.344333333,50.28,270.3,55.14
7/15/2020 6:43,3.155,1.919333333,50.28,270.64,55.14
7/15/2020 6:44,3.05,1.494333333,50.28,270.64,55.14
7/15/2020 6:44,2.5,1.269333333,50.28,270.52,55.14
7/15/2020 6:44,3.755,1.919333333,50.28,270.14,55.14
7/15/2020 6:44,4.745,2.769333333,50.28,270.57,55.14
7/15/2020 6:44,5.745,3.714666667,50.28,270.57,55.14
7/15/2020 6:44,6.745,3.996666667,50.28,270.55,55.14
7/17/2020 10:59,7.5,5,43.89,224.41,51.945
7/17/2020 10:59,7.505,4.99,43.89,224.46,51.945
7/17/2020 10:59,7.505,4.99,43.89,224.46,51.945
7/17/2020 10:59,7.505,4.99,43.89,224.37,51.945
7/17/2020 10:59,6,4,43.89,224.53,51.945
7/17/2020 10:59,4.495,3.5,43.9,224.59,51.95
7/17/2020 10:59,2.99,2.673333333,43.9,224.59,51.95
7/17/2020 10:59,1.485,1.928333333,43.9,224.68,51.95
7/17/2020 10:59,2,1.183333333,43.89,224.66,51.945
7/17/2020 11:00,2.515,0.438333333,43.89,224.61,51.945
7/17/2020 11:00,3.03,2,43.89,224.43,51.945
7/17/2020 11:00,3.545,3.561666667,43.89,224.43,51.945
7/17/2020 11:00,4.06,5.123333333,43.89,224.68,51.945
7/17/2020 11:00,4.575,5.01,43.89,224.59,51.945
7/17/2020 11:00,5.09,5.01,43.89,224.57,51.945
7/17/2020 11:00,5.605,5.01,43.89,224.57,51.945
7/17/2020 11:00,6.8,4.99,43.89,224.54,51.945
7/17/2020 11:00,7.505,4.99,43.89,224.54,51.945
7/17/2020 11:00,7.505,4.99,43.89,224.51,51.945
7/17/2020 11:00,7.495,5.01,43.89,224.67,51.945
7/17/2020 11:02,7.495,5.01,43.89,224.74,51.945
7/17/2020 11:02,7.495,5.01,43.88,224.56,51.94
7/17/2020 11:02,7.495,5.01,43.88,224.54,51.94
7/17/2020 11:02,7.495,5.01,43.88,224.54,51.94
7/17/2020 11:03,6.05,3.7,43.88,224.6,51.94
7/17/2020 11:03,4.605,2.39,43.88,224.62,51.94
7/17/2020 11:03,3.16,1.08,43.88,224.45,51.94
7/17/2020 11:03,1.715,2.5,43.88,224.45,51.94
7/17/2020 11:03,3.06,3.92,43.88,224.57,51.94
7/17/2020 11:03,4.405,4.5,43.88,224.77,51.94
7/17/2020 11:03,5.75,5.05,43.88,224.71,51.94
7/17/2020 11:03,7.095,5,43.88,224.64,51.94
7/17/2020 11:03,7.5,5,43.88,224.77,51.94
7/17/2020 11:03,7.5,5,43.88,225.04,51.94
7/17/2020 11:03,7.5,5,43.88,225.04,51.94
7/17/2020 11:03,7.5,5,43.88,224.43,51.94
7/17/2020 11:04,7.5,5,43.88,224.65,51.94
7/17/2020 11:08,7.505,4.99,43.88,224.7,51.94
7/17/2020 11:08,7.505,4.99,43.88,224.7,51.94
7/17/2020 11:08,7.505,4.99,43.88,224.7,51.94
7/17/2020 11:08,5.7,3.6,43.88,224.58,51.94
7/17/2020 11:08,3.895,2.21,43.88,224.49,51.94
7/17/2020 11:08,2.09,0.82,43.87,224.6,51.935
7/17/2020 11:08,0.285,2.3,43.87,224.65,51.935
7/17/2020 11:08,2.6,3.78,43.87,224.85,51.935
7/17/2020 11:08,4.915,4.8,43.87,224.76,51.935
7/17/2020 11:08,7.23,4.9,43.87,224.66,51.935
7/17/2020 11:08,7.5,5,43.87,224.79,51.935
7/17/2020 11:08,7.5,5,43.87,224.79,51.935
7/17/2020 11:09,7.495,5.01,43.87,224.73,51.935
7/17/2020 11:09,7.495,5.01,43.87,224.65,51.935
7/16/2020 21:00,6.955,4.09,45.56,219.3,52.78
7/16/2020 21:00,6.755,3.69,45.56,219.15,52.78
7/16/2020 21:00,5.955,3.29,45.56,219.3,52.78
7/16/2020 21:00,5.755,2.89,45.56,219.24,52.78
7/16/2020 21:00,4.955,2.49,45.56,219.24,52.78
7/16/2020 21:00,4.755,2.09,45.56,219.27,52.78
7/16/2020 21:01,3.755,1.69,45.56,219.38,52.78
7/16/2020 21:01,2.73,1.29,45.56,219.45,52.78
7/16/2020 21:01,3.755,2.09,45.56,219.45,52.78
7/16/2020 21:01,4.76,2.89,45.56,219.49,52.78
7/16/2020 21:01,5.76,3.69,45.57,219.51,52.785
7/16/2020 21:01,6.755,4.09,45.57,219.43,52.785
7/16/2020 20:25,6.5,5.33,45.64,219.2,52.82
7/16/2020 20:25,4.33,4.01,45.64,219.54,52.82
7/16/2020 20:25,3.2,3.88,45.64,219.37,52.82
7/16/2020 20:25,2.88,2.38,45.64,219.19,52.82
7/16/2020 20:25,2.88,1.88,45.64,219.19,52.82
7/16/2020 20:25,4,1.88,45.63,219.28,52.815
7/16/2020 20:25,4.5,1.23,45.64,219.17,52.82
7/16/2020 20:25,5.8,1.23,45.64,219.29,52.82
7/16/2020 20:25,6.2,3.55,45.64,219.29,52.82
7/16/2020 20:26,6.3,4.33,45.64,219.22,52.82
7/16/2020 20:26,6.55,5.2,45.63,219.11,52.815
7/16/2020 20:26,6.77,5.6,45.63,219.11,52.815
7/17/2020 11:11,7.095,5.81,43.85,224.82,51.925
7/17/2020 11:11,7.085,5.83,43.85,224.77,51.925
7/17/2020 11:12,7.06,5.88,43.87,224.91,51.935
7/17/2020 11:12,7.06,5.88,43.87,224.91,51.935
7/17/2020 11:12,7.045,5.91,39,224.69,49.5
7/17/2020 11:12,7.035,5.93,34.13,224.72,47.065
7/17/2020 11:12,7.02,5.96,29.26,224.92,44.63
7/17/2020 11:12,7.005,5.99,24.39,224.89,42.195
7/17/2020 11:12,7.005,5.99,33,224.85,46.5
7/17/2020 11:12,7.025,5.95,41.61,224.85,50.805
7/17/2020 11:12,7.025,5.95,43.87,224.49,51.935
7/17/2020 11:12,6.985,6.03,43.87,224.63,51.935
7/17/2020 11:12,6.985,6.03,43.87,224.78,51.935
7/17/2020 11:12,6.985,6.03,43.87,224.78,51.935
7/15/2020 17:43,7.755,4.49,48,270.17,54
7/15/2020 17:43,7.75,4.5,48,270.17,54
7/15/2020 17:43,7.75,4.5,48,270.29,54
7/15/2020 17:43,7.75,4.5,48,270.32,54
7/15/2020 17:43,7.75,4.5,44.5,265,52.25
7/15/2020 17:43,7.745,4.51,41,259.68,50.5
7/15/2020 17:43,7.75,4.5,37.5,254.36,48.75
7/15/2020 17:43,7.75,4.5,34,249.04,47
7/15/2020 17:44,7.75,4.5,30.5,243.72,45.25
7/15/2020 17:44,7.75,4.5,27,238.4,43.5
7/15/2020 17:44,7.75,4.5,23.5,233.08,41.75
7/15/2020 17:44,7.75,4.5,26,227.76,43
7/15/2020 17:44,7.75,4.5,28.5,245,44.25
7/15/2020 17:44,7.75,4.5,31,262.24,45.5
7/15/2020 17:44,7.76,4.48,33.5,270,46.75
7/15/2020 17:44,7.76,4.48,36,270.54,48
7/15/2020 17:44,7.755,4.49,38.5,270.27,49.25
7/15/2020 17:44,7.755,4.49,48.01,270.27,54.005
7/15/2020 17:44,7.755,4.49,48.01,270.58,54.005
7/15/2020 17:44,7.745,4.51,48.01,270.32,54.005
7/15/2020 17:45,7.75,4.5,48.01,270.34,54.005
7/15/2020 17:46,7.755,4.49,48,270.26,54
7/15/2020 17:46,7.75,4.5,48,270.09,54
7/15/2020 17:47,7.755,4.49,48,270.09,54
7/15/2020 17:47,7.75,4.5,42.5,265,51.25
7/15/2020 17:47,7.755,4.49,37,259.91,48.5
7/15/2020 17:47,7.745,4.51,31.5,254.82,45.75
7/15/2020 17:47,7.745,4.51,26,249.73,43
7/15/2020 17:47,7.755,4.49,24,244.64,42
7/15/2020 17:47,7.745,4.51,28.9,225,44.45
7/15/2020 17:47,7.745,4.51,33.8,237,46.9
7/15/2020 17:47,7.745,4.51,38.7,249,49.35
7/15/2020 17:47,7.745,4.51,43.6,261,51.8
7/15/2020 17:47,7.745,4.51,48,270.34,54
7/15/2020 17:47,7.755,4.49,48,270.34,54
7/15/2020 17:53,7.75,4.5,47.99,270.68,53.995
7/15/2020 17:53,7.75,4.5,47.98,270.04,53.99
7/15/2020 17:53,7.745,4.51,47.98,270.41,53.99
7/15/2020 17:53,7.755,4.49,47.98,265,53.99
7/15/2020 17:54,7.755,4.49,47.98,235,53.99
7/15/2020 17:54,7.745,4.51,37,221.3933333,48.5
7/15/2020 17:54,7.75,4.5,26.02,234,43.01
7/15/2020 17:54,7.75,4.5,15.04,246.6066667,37.52
7/15/2020 17:54,7.745,4.51,20,259.2133333,40
7/15/2020 17:54,7.755,4.49,24.96,270,42.48
7/15/2020 17:54,7.755,4.49,29.92,270.3,44.96
7/15/2020 18:00,7.75,4.5,45.98,269.94,52.99
7/15/2020 18:00,7.75,4.5,35.98,259.94,47.99
7/15/2020 18:00,7.75,4.5,30.98,240.21,45.49
7/15/2020 18:00,7.75,4.5,24.98,230.36,42.49
7/15/2020 18:00,7.75,4.5,20.98,210.34,40.49
7/15/2020 18:00,7.75,4.5,25.98,230.36,42.99
7/15/2020 18:00,7.75,4.5,35.98,249.3,47.99
7/15/2020 18:00,7.75,4.5,45.98,269.94,52.99
7/17/2020 11:30,7,6,39.44,224.92,49.72
7/17/2020 11:30,7,6,33.71,224.59,46.855
7/17/2020 11:30,7,6,28.89,224.92,44.445
7/17/2020 11:30,7,6,24.31,224.92,42.155
7/17/2020 11:30,6.995,6.01,27.77,224.8,43.885
7/17/2020 11:30,7,6,31.11,224.74,45.555
7/17/2020 11:30,7,6,36.67,224.87,48.335
7/17/2020 11:30,7,6,41.82,224.87,50.91
7/15/2020 18:26,7.75,4.5,38.03,260.31,49.015
7/15/2020 18:27,7.75,4.5,30.03,250.52,45.015
7/15/2020 18:27,7.75,4.5,27.03,240.32,43.515
7/15/2020 18:27,7.75,4.5,25.03,230.33,42.515
7/15/2020 18:27,7.75,4.5,22.03,220.33,41.015
7/15/2020 18:27,7.75,4.5,25.03,240.34,42.515
7/15/2020 18:27,7.75,4.5,35.03,250.34,47.515
7/15/2020 18:27,7.75,4.5,40.03,260.41,50.015
7/15/2020 18:27,7.75,4.5,45.03,265.41,52.515
7/16/2020 17:54,7.5,5,51.08,270.32,55.54
7/17/2020 17:54,7.5,5,51.08,270.32,55.54
7/18/2020 17:54,7.5,5,51.08,270.38,55.54
7/19/2020 17:54,7.5,5,51.08,270.55,55.54
7/20/2020 17:54,7.5,5,51.08,270.56,55.54
